Order_Date,Customer_Name,Customer_Type,City,State,Product_Name,Category,Quantity,Unit_Price,Total_Amount,source_month
05-01-2023,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,16,180.00,"2,880.00",Jan_2023
16-01-2023,Pandey Store,Kirana,Nagpur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,26,60.00,"1,560.00",Jan_2023
13-01-2023,Modi Kirana,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,27,130.00,"3,510.00",Jan_2023
03-01-2023,Apte Traders,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,50,20.00,"1,000.00",Jan_2023
15-01-2023,Mishra Provisions,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,24,80.00,"1,920.00",Jan_2023
28-01-2023,Gokhale Provisions,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,50,110.00,"5,500.00",Jan_2023
28-01-2023,Mishra Provisions,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,23,350.00,"8,050.00",Jan_2023
16-01-2023,Chavan Traders,Kirana,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,14,350.00,"4,900.00",Jan_2023
19-01-2023,Mehta Kirana,Kirana,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,36,180.00,"6,480.00",Jan_2023
22-01-2023,Khare Kirana,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,22,130.00,"2,860.00",Jan_2023
04-01-2023,Big Bazaar Vadodara,Supermarket,Pune,Maharashtra,NexaGold Wheat Atta 10kg,Atta,2,620.00,"1,240.00",Jan_2023
23-01-2023,Chavan Traders,Kirana,Vadodara,Gujarat,NexaGold Chana Dal 1kg,Dal,13,150.00,"1,950.00",Jan_2023
21-01-2023,Reliance Fresh Baner,Supermarket,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,6,130.00,780.00,Jan_2023
13-01-2023,D-Mart Hinjewadi,Supermarket,Kolhapur,Maharashtra,NexaGold Garam Masala 100g,Spices,4,35.00,140.00,Jan_2023
14-01-2023,Pawar General Store,Kirana,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,15,90.00,"1,350.00",Jan_2023
16-01-2023,Sharma Kirana Store,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,14,90.00,"1,260.00",Jan_2023
15-01-2023,Gupta Store,Kirana,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,44,350.00,"15,400.00",Jan_2023
28-01-2023,Deshpande Store,Kirana,Pune,Maharashtra,NexaGold Wheat Atta 5kg,Atta,8,400.00,"3,200.00",Jan_2023
03-01-2023,Bhosale Provisions,Kirana,Aurangabad,Maharashtra,NexaCrunch Namkeen 150g,Snacks,25,35.00,875.00,Jan_2023
05-01-2023,Apte Traders,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,20,130.00,"2,600.00",Jan_2023
03-01-2023,Pandey Store,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,10,80.00,800.00,Jan_2023
12-01-2023,D-Mart Hinjewadi,Supermarket,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,29,192.00,"5,568.00",Jan_2023
15-01-2023,Thakur Traders,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,44,120.00,"5,280.00",Jan_2023
04-01-2023,Kulkarni Store,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,49,120.00,"5,880.00",Jan_2023
26-01-2023,Chavan Traders,Kirana,Ahmedabad,Gujarat,NexaCare Shampoo 200ml,Personal Care,21,40.00,840.00,Jan_2023
18-01-2023,Deshmukh Provisions,Kirana,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,16,130.00,"2,080.00",Jan_2023
23-01-2023,Shinde Traders,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,50,85.00,"4,250.00",Jan_2023
07-01-2023,Reliance Fresh Rajkot,Supermarket,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,33,400.00,"13,200.00",Jan_2023
16-01-2023,Khare Kirana,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,16,80.00,"1,280.00",Jan_2023
17-01-2023,Reliance Fresh Rajkot,Supermarket,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,5,80.00,400.00,Jan_2023
28-01-2023,Kulkarni Store,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,25,400.00,"10,000.00",Jan_2023
25-01-2023,Pandey Store,Kirana,Ahmedabad,Gujarat,NexaCare Shampoo 200ml,Personal Care,12,40.00,480.00,Jan_2023
09-01-2023,D-Mart Kothrud,Supermarket,Nashik,Maharashtra,NexaFresh Mango Juice 1L,Beverages,1,110.00,110.00,Jan_2023
17-01-2023,Khare Kirana,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,26,120.00,"3,120.00",Jan_2023
13-01-2023,Chavan Traders,Kirana,Surat,Gujarat,NexaGold Turmeric Powder 200g,Spices,45,40.00,"1,800.00",Jan_2023
03-01-2023,Kulkarni Store,Kirana,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,18,350.00,"6,300.00",Jan_2023
18-01-2023,Shah General Store,Kirana,Nashik,Maharashtra,NexaGold Turmeric Powder 200g,Spices,10,40.00,400.00,Jan_2023
22-01-2023,Pawar General Store,Kirana,Ahmedabad,Gujarat,NexaGold Red Chilli Powder 200g,Spices,42,60.00,"2,520.00",Jan_2023
28-01-2023,Chavan Traders,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,47,90.00,"4,230.00",Jan_2023
15-01-2023,More Supermarket Viman Nagar,Supermarket,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,8,280.00,"2,240.00",Jan_2023
01-01-2023,D-Mart Hinjewadi,Supermarket,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,8,85.00,680.00,Jan_2023
17-01-2023,Star Bazaar Pune,Supermarket,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,34,130.00,"4,420.00",Jan_2023
28-01-2023,Sawant Traders,Kirana,Aurangabad,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,50,180.00,"9,000.00",Jan_2023
26-01-2023,Sharma Kirana Store,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,22,180.00,"3,960.00",Jan_2023
19-01-2023,Gaikwad Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,46,35.00,"1,610.00",Jan_2023
02-01-2023,Gupta Store,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,24,90.00,"2,160.00",Jan_2023
25-01-2023,D-Mart Hinjewadi,Supermarket,Rajkot,Gujarat,NexaFresh Mango Juice 1L,Beverages,17,110.00,"1,870.00",Jan_2023
24-01-2023,Joshi Traders,Kirana,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,15,130.00,"1,950.00",Jan_2023
02-01-2023,D-Mart Aundh,Supermarket,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,16,192.00,"3,072.00",Jan_2023
28-01-2023,Kulkarni Store,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,12,110.00,"1,320.00",Jan_2023
21-01-2023,Mishra Provisions,Kirana,Surat,Gujarat,NexaGold Wheat Atta 10kg,Atta,48,620.00,"29,760.00",Jan_2023
11-01-2023,Chavan Traders,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,47,35.00,"1,645.00",Jan_2023
22-01-2023,Joshi Traders,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,33,180.00,"5,940.00",Jan_2023
13-01-2023,D-Mart Ahmedabad SG Highway,Supermarket,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,3,620.00,"1,860.00",Jan_2023
11-01-2023,Pawar General Store,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,20,350.00,"7,000.00",Jan_2023
10-01-2023,Desai Provisions,Kirana,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,13,350.00,"4,550.00",Jan_2023
12-01-2023,Bhosale Provisions,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,30,40.00,"1,200.00",Jan_2023
24-01-2023,Pawar General Store,Kirana,Vadodara,Gujarat,NexaCare Shampoo 200ml,Personal Care,13,40.00,520.00,Jan_2023
08-01-2023,More Supermarket Viman Nagar,Supermarket,Nagpur,Maharashtra,NexaCare Soap 100g,Personal Care,2,50.00,100.00,Jan_2023
11-01-2023,Mishra Provisions,Kirana,Solapur,Maharashtra,NexaCare Soap 100g,Personal Care,1,50.00,50.00,Jan_2023
04-01-2023,Sawant Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,20,400.00,"8,000.00",Jan_2023
02-01-2023,Chavan Traders,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,32,120.00,"3,840.00",Jan_2023
14-01-2023,Reliance Fresh Wakad,Supermarket,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,34,130.00,"4,420.00",Jan_2023
04-01-2023,Deshmukh Provisions,Kirana,Vadodara,Gujarat,NexaGold Garam Masala 100g,Spices,38,35.00,"1,330.00",Jan_2023
19-01-2023,Parmar General Store,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,5,192.00,960.00,Jan_2023
10-01-2023,Kulkarni Store,Kirana,Pune,Maharashtra,NexaCare Shampoo 200ml,Personal Care,16,40.00,640.00,Jan_2023
27-01-2023,Parmar General Store,Kirana,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,45,180.00,"8,100.00",Jan_2023
07-01-2023,Bhosale Provisions,Kirana,Solapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,5,60.00,300.00,Jan_2023
15-01-2023,D-Mart Kothrud,Supermarket,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,11,130.00,"1,430.00",Jan_2023
25-01-2023,Rajput Provisions,Kirana,Solapur,Maharashtra,NexaCrunch Chips 100g,Snacks,23,20.00,460.00,Jan_2023
03-01-2023,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,8,120.00,960.00,Jan_2023
02-01-2023,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,39,150.00,"5,850.00",Jan_2023
13-01-2023,Reliance Fresh Wakad,Supermarket,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,23,120.00,"2,760.00",Jan_2023
01-01-2023,Gaikwad Store,Kirana,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,12,192.00,"2,304.00",Jan_2023
04-01-2023,Rajput Provisions,Kirana,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,16,80.00,"1,280.00",Jan_2023
01-01-2023,Kulkarni Store,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,8,20.00,160.00,Jan_2023
22-01-2023,More Supermarket Viman Nagar,Supermarket,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,24,620.00,"14,880.00",Jan_2023
01-01-2023,Gaikwad Store,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,5,90.00,450.00,Jan_2023
03-01-2023,Jadhav Store,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,9,350.00,"3,150.00",Jan_2023
06-01-2023,Big Bazaar Vadodara,Supermarket,Nashik,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,4,60.00,240.00,Jan_2023
01-01-2023,Parmar General Store,Kirana,Ahmedabad,Gujarat,NexaCare Shampoo 200ml,Personal Care,32,40.00,"1,280.00",Jan_2023
09-01-2023,Reliance Fresh Wakad,Supermarket,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,12,80.00,960.00,Jan_2023
20-01-2023,Patil General Store,Kirana,Vadodara,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,40,180.00,"7,200.00",Jan_2023
18-01-2023,Nair Kirana,Kirana,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,27,85.00,"2,295.00",Jan_2023
14-01-2023,More Supermarket Viman Nagar,Supermarket,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,9,110.00,990.00,Jan_2023
13-01-2023,D-Mart Ahmedabad SG Highway,Supermarket,Surat,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,2,120.00,240.00,Jan_2023
19-01-2023,Nair Kirana,Kirana,Vadodara,Gujarat,NexaGold Garam Masala 100g,Spices,23,35.00,805.00,Jan_2023
11-01-2023,Patel Kirana,Kirana,Solapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,2,192.00,384.00,Jan_2023
26-01-2023,Reliance Fresh Baner,Supermarket,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,4,85.00,340.00,Jan_2023
06-01-2023,Yadav General Store,Kirana,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,15,110.00,"1,650.00",Jan_2023
27-01-2023,Gaikwad Store,Kirana,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,35,130.00,"4,550.00",Jan_2023
12-01-2023,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,25,620.00,"15,500.00",Jan_2023
23-01-2023,Star Bazaar Pune,Supermarket,Aurangabad,Maharashtra,NexaGold Chana Dal 1kg,Dal,48,150.00,"7,200.00",Jan_2023
19-01-2023,Star Bazaar Pune,Supermarket,Rajkot,Gujarat,NexaGold Garam Masala 100g,Spices,37,35.00,"1,295.00",Jan_2023
18-01-2023,Deshpande Store,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,32,130.00,"4,160.00",Jan_2023
08-01-2023,Deshmukh Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric Powder 200g,Spices,4,40.00,160.00,Jan_2023
11-01-2023,Big Bazaar Vadodara,Supermarket,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,1,85.00,85.00,Jan_2023
06-01-2023,Mehta Kirana,Kirana,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,46,85.00,"3,910.00",Jan_2023
05-01-2023,Reliance Fresh Rajkot,Supermarket,Pune,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,46,60.00,"2,760.00",Jan_2023
23-01-2023,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,24,130.00,"3,120.00",Jan_2023
05-01-2023,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,21,80.00,"1,680.00",Jan_2023
11-01-2023,Nair Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,42,150.00,"6,300.00",Jan_2023
26-01-2023,Bhat Store,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,40,150.00,"6,000.00",Jan_2023
13-01-2023,Deshpande Store,Kirana,Nagpur,Maharashtra,NexaGold Garam Masala 100g,Spices,12,35.00,420.00,Jan_2023
19-01-2023,D-Mart Aundh,Supermarket,Kolhapur,Maharashtra,NexaGold Turmeric Powder 200g,Spices,45,40.00,"1,800.00",Jan_2023
26-01-2023,Reliance Fresh Rajkot,Supermarket,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,21,80.00,"1,680.00",Jan_2023
05-01-2023,Joshi Traders,Kirana,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,32,85.00,"2,720.00",Jan_2023
21-01-2023,Star Bazaar Pune,Supermarket,Nashik,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,11,60.00,660.00,Jan_2023
08-01-2023,Gaikwad Store,Kirana,Solapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,14,350.00,"4,900.00",Jan_2023
01-01-2023,Joshi Traders,Kirana,Solapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,47,350.00,"16,450.00",Jan_2023
14-01-2023,Chavan Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,11,620.00,"6,820.00",Jan_2023
27-01-2023,Parmar General Store,Kirana,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,7,110.00,770.00,Jan_2023
06-01-2023,Pandey Store,Kirana,Rajkot,Gujarat,NexaFresh Mango Juice 1L,Beverages,15,110.00,"1,650.00",Jan_2023
01-01-2023,Patil General Store,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,19,20.00,380.00,Jan_2023
06-01-2023,Deshmukh Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,22,60.00,"1,320.00",Jan_2023
11-01-2023,Rajput Provisions,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,6,80.00,480.00,Jan_2023
14-01-2023,Mishra Provisions,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,2,85.00,170.00,Jan_2023
02-01-2023,Chavan Traders,Kirana,Aurangabad,Maharashtra,NexaClean Floor Cleaner 1L,Household,11,90.00,990.00,Jan_2023
23-01-2023,Reliance Fresh Wakad,Supermarket,Solapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,27,130.00,"3,510.00",Jan_2023
08-01-2023,Shinde Traders,Kirana,Surat,Gujarat,NexaCare Soap 100g,Personal Care,20,50.00,"1,000.00",Jan_2023
05-01-2023,Rajput Provisions,Kirana,Pune,Maharashtra,NexaGold Toor Dal 1kg,Dal,32,130.00,"4,160.00",Jan_2023
27-01-2023,D-Mart Kothrud,Supermarket,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,19,620.00,"11,780.00",Jan_2023
07-01-2023,Joshi Traders,Kirana,Rajkot,Gujarat,NexaClean Floor Cleaner 1L,Household,2,90.00,180.00,Jan_2023
10-01-2023,Nair Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,8,150.00,"1,200.00",Jan_2023
03-01-2023,Pandey Store,Kirana,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,17,80.00,"1,360.00",Jan_2023
12-01-2023,Desai Provisions,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,25,90.00,"2,250.00",Jan_2023
09-01-2023,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaGold Chana Dal 1kg,Dal,30,150.00,"4,500.00",Jan_2023
23-01-2023,Kulkarni Store,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,49,280.00,"13,720.00",Jan_2023
14-01-2023,Khare Kirana,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,35,130.00,"4,550.00",Jan_2023
27-01-2023,Deshpande Store,Kirana,Nagpur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,25,40.00,"1,000.00",Jan_2023
19-01-2023,Pandey Store,Kirana,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,31,192.00,"5,952.00",Jan_2023
02-01-2023,Parmar General Store,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,46,280.00,"12,880.00",Jan_2023
22-01-2023,Khare Kirana,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,37,192.00,"7,104.00",Jan_2023
06-01-2023,Big Bazaar Vadodara,Supermarket,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,12,85.00,"1,020.00",Jan_2023
22-01-2023,More Supermarket Viman Nagar,Supermarket,Nagpur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,6,120.00,720.00,Jan_2023
27-01-2023,Modi Kirana,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,10,35.00,350.00,Jan_2023
03-01-2023,Sawant Traders,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,5,85.00,425.00,Jan_2023
17-01-2023,Mehta Kirana,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,18,80.00,"1,440.00",Jan_2023
17-01-2023,Thakur Traders,Kirana,Pune,Maharashtra,NexaCrunch Chips 100g,Snacks,38,20.00,760.00,Jan_2023
19-01-2023,Kulkarni Store,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,37,35.00,"1,295.00",Jan_2023
04-01-2023,Yadav General Store,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,50,40.00,"2,000.00",Jan_2023
09-01-2023,Apte Traders,Kirana,Surat,Gujarat,NexaGold Turmeric Powder 200g,Spices,27,40.00,"1,080.00",Jan_2023
06-01-2023,Nair Kirana,Kirana,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,3,80.00,240.00,Jan_2023
23-01-2023,Reliance Fresh Rajkot,Supermarket,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,44,180.00,"7,920.00",Jan_2023
23-01-2023,Apte Traders,Kirana,Pune,Maharashtra,NexaCrunch Mixture 200g,Snacks,22,80.00,"1,760.00",Jan_2023
12-01-2023,Bhat Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,18,280.00,"5,040.00",Jan_2023
09-01-2023,Shinde Traders,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,20,400.00,"8,000.00",Jan_2023
10-01-2023,Bhosale Provisions,Kirana,Nashik,Maharashtra,NexaFresh Mango Juice 1L,Beverages,9,110.00,990.00,Jan_2023
21-01-2023,Chavan Traders,Kirana,Solapur,Maharashtra,NexaCrunch Chips 100g,Snacks,39,20.00,780.00,Jan_2023
24-01-2023,Bhat Store,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,27,350.00,"9,450.00",Jan_2023
17-01-2023,Deshpande Store,Kirana,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,4,110.00,440.00,Jan_2023
05-01-2023,Gupta Store,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,26,150.00,"3,900.00",Jan_2023
27-01-2023,Reliance Fresh Wakad,Supermarket,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,13,192.00,"2,496.00",Jan_2023
23-01-2023,D-Mart Aundh,Supermarket,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,24,620.00,"14,880.00",Jan_2023
13-01-2023,Jadhav Store,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,33,120.00,"3,960.00",Jan_2023
16-01-2023,Bhosale Provisions,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,24,90.00,"2,160.00",Jan_2023
18-01-2023,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaClean Dishwash 500ml,Household,38,85.00,"3,230.00",Jan_2023
27-01-2023,Reliance Fresh Baner,Supermarket,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,48,35.00,"1,680.00",Jan_2023
28-01-2023,D-Mart Aundh,Supermarket,Kolhapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,11,350.00,"3,850.00",Jan_2023
22-01-2023,Modi Kirana,Kirana,Nagpur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,15,40.00,600.00,Jan_2023
28-01-2023,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,2,120.00,240.00,Jan_2023
20-01-2023,Modi Kirana,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,12,400.00,"4,800.00",Jan_2023
23-01-2023,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,20,400.00,"8,000.00",Jan_2023
15-01-2023,Parmar General Store,Kirana,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,23,90.00,"2,070.00",Jan_2023
27-01-2023,Pandey Store,Kirana,Nagpur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,34,180.00,"6,120.00",Jan_2023
22-01-2023,Sharma Kirana Store,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,33,85.00,"2,805.00",Jan_2023
10-01-2023,Thakur Traders,Kirana,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,19,35.00,665.00,Jan_2023
11-01-2023,Reliance Fresh Baner,Supermarket,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,41,130.00,"5,330.00",Jan_2023
10-01-2023,Apte Traders,Kirana,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,42,180.00,"7,560.00",Jan_2023
26-01-2023,Bhosale Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,4,120.00,480.00,Jan_2023
24-01-2023,Pandey Store,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,9,85.00,765.00,Jan_2023
13-01-2023,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,27,400.00,"10,800.00",Jan_2023
11-01-2023,Yadav General Store,Kirana,Pune,Maharashtra,NexaCrunch Mixture 200g,Snacks,13,80.00,"1,040.00",Jan_2023
12-01-2023,Nair Kirana,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,43,280.00,"12,040.00",Jan_2023
18-01-2023,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,43,192.00,"8,256.00",Jan_2023
09-01-2023,D-Mart Hinjewadi,Supermarket,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,48,150.00,"7,200.00",Jan_2023
21-01-2023,Apte Traders,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,22,50.00,"1,100.00",Jan_2023
14-01-2023,Sawant Traders,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,20,350.00,"7,000.00",Jan_2023
28-01-2023,Shinde Traders,Kirana,Solapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,30,60.00,"1,800.00",Jan_2023
20-01-2023,Reliance Fresh Rajkot,Supermarket,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,38,130.00,"4,940.00",Jan_2023
28-01-2023,Gupta Store,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,8,350.00,"2,800.00",Jan_2023
05-01-2023,Patil General Store,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,10,80.00,800.00,Jan_2023
05-01-2023,Yadav General Store,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,30,120.00,"3,600.00",Jan_2023
21-01-2023,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,22,60.00,"1,320.00",Jan_2023
09-01-2023,Sharma Kirana Store,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,29,150.00,"4,350.00",Jan_2023
26-01-2023,Patel Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,32,120.00,"3,840.00",Jan_2023
13-01-2023,Modi Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,28,350.00,"9,800.00",Jan_2023
07-01-2023,Patil General Store,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,35,35.00,"1,225.00",Jan_2023
